spotify_artists_name_0,spotify_artists_name_1,spotify_artists_name_2,spotify_artist_id_0,spotify_artist_id_1,spotify_artist_id_2,song_name,spotify_track_id,album_name,http_status_code,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,popularity_track,popularity_artist,album_release_date,total_tracks,duration_min,BPM,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,time_signature_confidence,end_of_fade_in,start_of_fade_out,tempo_confidence,mode_confidence,key_confidence,beat_start,beat_duration,beat_confidence,beats_length,tatum_start,tatum_duration,tatum_confidence,tatum_length,bars_start,bars_duration,bars_confidence,bars_length
blink-182,NA,NA,6FBDaR13swtiWwGhX1WQsP,NA,NA,Story Of A Lonely Guy,6c9UjtsLpfK5hTwTrdRDbR,Take Off Your Pants And Jacket,200200,pop punk,punk,rock,socal pop punk,NA,NA,NA,NA,NA,NA,56,79,2001,13,3.65,152.097,0.558,0.889,-4.388,1,0.0345,0.00107,0.000998,0.538,0.566,4,0.764,0.06372,211.41188,0.713,0.601,0.689,108.6219436,0.394829111,0.378125227,551,108.7206504,0.19741441,0.378125227,1102,107.2120941,1.570229275,0.531362319,138
